Year,Sex,Party,Electors,Constituency_Name,Party_Type_TCPD,Turncoat,Incumbent,candidate_count_per_constituency
2004,1,7,1069131,7,2,0,0,1
2004,1,24,1069131,7,2,0,0,1
2004,1,27,1069131,7,0,0,1,1
2004,1,27,1024150,17,0,0,0,1
2004,1,11,1024150,17,4,0,0,1
2004,1,27,1024150,17,0,0,0,1
2004,1,27,1024150,17,0,0,0,1
2004,1,27,1069131,7,0,0,0,1
2004,1,53,1172057,23,1,0,0,1
2004,1,27,1160134,10,0,0,0,1
2004,1,12,1172057,23,3,0,0,1
2004,1,27,1088892,9,0,0,0,1
2004,1,27,1088892,9,0,0,0,1
2004,1,27,1088892,9,0,0,0,1
2004,1,27,1088892,9,0,0,0,1
2004,1,27,1088892,9,0,0,0,1
2004,1,27,1088892,9,0,0,0,1
2004,1,27,1088892,9,0,0,0,1
2004,1,7,1088892,9,2,0,0,1
2004,1,24,1088892,9,2,0,0,4
2004,0,16,1092826,29,2,0,0,1
2004,1,16,1088892,9,2,0,1,1
2004,1,27,1160134,10,0,0,0,1
2004,1,27,1160134,10,0,0,0,2
2004,1,27,1160134,10,0,0,0,1
2004,1,11,1160134,10,4,0,0,1
2004,1,27,1160134,10,0,0,0,1
2004,1,7,1160134,10,2,0,0,1
2004,1,24,1160134,10,2,0,0,1
2004,1,16,1160134,10,2,0,0,1
2004,1,27,984053,18,0,0,0,1
2004,1,27,1160134,10,0,0,0,1
2004,0,24,1092826,29,2,0,0,1
2004,1,7,1092826,29,2,0,0,1
2004,1,27,1092826,29,0,0,0,1
2004,1,47,1172057,23,3,0,1,1
2004,1,11,1262202,15,4,0,0,1
2004,1,27,1262202,15,0,0,0,1
2004,0,7,1262202,15,2,0,0,1
2004,1,47,1262202,15,3,0,0,1
2004,1,16,1262202,15,2,0,0,1
2004,1,27,1110149,13,0,0,0,1
2004,1,27,1110149,13,0,0,0,1
2004,0,27,1110149,13,0,0,0,1
2004,1,27,1110149,13,0,0,0,1
2004,1,27,1110149,13,0,0,0,1
2004,1,11,1110149,13,4,0,0,1
2004,1,27,1110149,13,0,0,0,1
2004,1,27,1110149,13,0,0,0,1
2004,1,27,1110149,13,0,0,0,1
2004,1,27,1110149,13,0,0,0,1
2004,1,7,1110149,13,2,0,0,1
2004,1,24,1110149,13,2,0,0,1
2004,1,32,1110149,13,3,1,0,2
2004,1,27,1092826,29,0,0,0,1
2004,1,27,1092826,29,0,0,0,1
2004,1,7,1172057,23,2,0,0,1
2004,1,27,984053,18,0,0,0,1
2004,1,24,1020604,6,2,0,0,1
2004,1,27,984053,18,0,0,0,1
2004,1,27,1020604,6,0,0,0,1
2004,1,11,1020604,6,4,0,0,1
2004,1,7,1020604,6,2,0,0,1
2004,1,16,1020604,6,2,0,1,1
2004,0,27,1031593,24,0,0,0,1
2004,1,27,1031593,24,0,0,0,1
2004,0,27,1031593,24,0,0,0,1
2004,1,27,1020604,6,0,0,0,1
2004,1,27,1031593,24,0,0,0,1
2004,1,27,1031593,24,0,0,0,1
2004,1,7,1031593,24,2,0,0,1
2004,1,24,1031593,24,2,0,0,1
2004,1,16,1031593,24,2,0,1,1
2004,1,57,960122,0,4,1,0,1
2004,1,11,960122,0,4,0,0,1
2004,1,27,960122,0,0,0,0,1
2004,1,11,1031593,24,4,0,0,1
2004,1,27,1020604,6,0,0,0,1
2004,1,27,1020604,6,0,0,0,1
2004,1,27,1020604,6,0,0,0,1
2004,1,27,984053,18,0,0,0,1
2004,1,27,1112571,27,0,0,0,1
2004,1,27,1112571,27,0,0,0,1
2004,1,27,1112571,27,0,0,0,1
2004,1,27,1112571,27,0,0,0,1
2004,1,27,1112571,27,0,0,0,1
2004,1,27,1112571,27,0,0,0,1
2004,1,27,1112571,27,0,0,0,1
2004,1,3,1112571,27,1,0,0,1
2004,1,27,1112571,27,0,0,0,1
2004,1,27,1112571,27,0,0,0,1
2004,1,11,1112571,27,4,0,0,1
2004,1,7,1112571,27,2,0,0,1
2004,1,24,1112571,27,2,0,1,1
2004,1,12,1112571,27,3,0,0,1
2004,1,27,1020604,6,0,0,0,1
2004,1,27,1020604,6,0,0,0,1
2004,1,7,960122,0,2,0,0,1
2004,1,24,960122,0,2,0,1,3
2004,1,27,1112571,27,0,0,0,1
2004,0,27,871592,16,0,0,0,1
2004,1,7,1034338,8,2,0,0,1
2004,1,24,1034338,8,2,0,0,1
2004,1,39,1034338,8,3,0,1,2
2004,1,27,963886,12,0,0,0,1
2004,1,27,963886,12,0,0,0,1
2004,1,33,963886,12,3,0,0,1
2004,0,27,963886,12,0,0,0,1
2004,1,11,963886,12,4,0,0,1
2004,1,27,984053,18,0,0,0,1
2004,1,7,963886,12,2,0,0,1
2004,1,24,963886,12,2,0,0,1
2004,1,16,963886,12,2,0,1,1
2004,1,27,984053,18,0,0,0,1
2004,1,27,984053,18,0,0,0,1
2004,1,27,984053,18,0,0,0,1
2004,1,27,984053,18,0,0,0,1
2004,1,12,960122,0,3,0,0,1
2004,1,27,1034338,8,0,0,0,1
2004,1,11,1034338,8,4,0,0,1
2004,0,27,1034338,8,0,0,0,1
2004,1,27,1034338,8,0,0,0,1
2004,1,27,871592,16,0,0,0,1
2004,0,27,871592,16,0,0,0,1
2004,1,68,871592,16,1,0,0,1
2004,1,11,871592,16,4,0,0,1
2004,1,7,871592,16,2,1,0,1
2004,1,24,871592,16,2,0,1,1
2004,0,16,871592,16,2,0,0,1
2004,1,27,1034338,8,0,0,0,1
2004,1,27,971154,1,0,0,0,1
2004,1,27,971154,1,0,0,0,1
2004,1,33,971154,1,3,0,0,1
2004,1,27,971154,1,0,0,0,1
2004,1,7,971154,1,2,0,0,1
2004,1,24,971154,1,2,0,1,2
2004,1,16,971154,1,2,0,0,1
2004,1,27,1034338,8,0,0,0,1
2004,1,27,1034338,8,0,0,0,1
2004,1,27,971154,1,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,0,27,1114280,27,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,1,27,1114280,27,0,0,0,1
2005,1,7,1114280,27,2,0,0,1
2005,1,24,1114280,27,2,0,0,1
2005,1,12,1114280,27,3,0,0,1
2005,1,27,1114280,27,0,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,16,1074818,20,2,0,0,1
2009,1,24,1074818,20,2,0,0,1
2009,1,7,1074818,20,2,0,0,1
2009,1,27,1074818,20,0,0,0,1
2009,1,51,1074818,20,4,0,0,1
2009,1,27,1074818,20,0,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,27,1074818,20,0,0,0,1
2009,1,27,1074818,20,0,0,0,1
2009,1,11,1075390,5,4,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,27,1074818,20,0,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,11,997075,23,4,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,7,997075,23,2,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,47,997075,23,3,0,0,1
2009,1,11,1019713,14,4,0,0,1
2009,1,27,997075,23,0,0,0,1
2009,1,11,1074818,20,4,0,0,1
2009,0,7,1100843,2,2,0,0,1
2009,1,24,1100843,2,2,0,0,1
2009,0,27,1075390,5,0,0,0,1
2009,1,27,1075390,5,0,0,0,1
2009,1,7,1075390,5,2,0,0,1
2009,1,16,1075390,5,2,0,0,1
2009,1,24,1075390,5,2,0,0,1
2009,1,27,1174161,28,0,0,0,1
2009,1,7,1019713,14,2,0,0,1
2009,1,33,1174161,28,3,0,0,1
2009,1,27,1174161,28,0,0,0,1
2009,1,27,1174161,28,0,0,0,1
2009,1,27,1174161,28,0,0,0,1
2009,1,27,1174161,28,0,0,0,1
2009,1,11,1174161,28,4,0,0,1
2009,1,27,1174161,28,0,0,0,1
2009,0,7,1174161,28,2,0,0,1
2009,1,12,1174161,28,3,0,0,1
2009,1,24,1174161,28,2,0,0,1
2009,1,27,1100843,2,0,0,0,1
2009,1,27,1100843,2,0,0,0,1
2009,1,27,1100843,2,0,0,0,1
2009,1,13,1100843,2,1,0,0,1
2009,1,11,1100843,2,4,0,0,1
2009,1,27,1100843,2,0,0,0,1
2009,1,16,1100843,2,2,0,0,1
2009,1,16,1019713,14,2,0,1,1
2009,1,27,1113892,10,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,0,27,1071171,29,0,0,0,1
2009,0,27,1071171,29,0,0,0,1
2009,1,11,1071171,29,4,0,0,1
2009,1,27,1071171,29,0,0,0,1
2009,1,7,1071171,29,2,0,0,1
2009,0,16,1071171,29,2,0,1,1
2009,1,24,1071171,29,2,0,0,2
2009,1,27,1069725,9,0,0,0,1
2009,1,11,1069725,9,4,0,0,1
2009,1,27,1069725,9,0,0,0,1
2009,1,27,1069725,9,0,0,0,1
2009,1,77,1069725,9,1,0,0,1
2009,1,27,1069725,9,0,0,0,1
2009,1,7,1069725,9,2,0,0,1
2009,1,16,1069725,9,2,0,0,1
2009,1,24,1069725,9,2,0,0,1
2009,1,27,1113892,10,0,0,0,1
2009,1,27,1113892,10,0,0,0,2
2009,0,11,1113892,10,4,0,0,1
2009,1,7,1113892,10,2,0,0,1
2009,0,24,1113892,10,2,0,0,1
2009,1,16,1113892,10,2,0,1,1
2009,1,27,1075390,5,0,0,0,1
2009,1,27,1071171,29,0,0,0,1
2009,1,24,1102097,30,2,0,0,1
2009,1,12,1102097,30,3,0,0,1
2009,1,51,1102097,30,4,1,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,27,1053817,13,0,0,0,1
2009,1,11,1053817,13,4,0,0,1
2009,1,47,1019713,14,3,0,1,1
2009,1,27,1053817,13,0,0,0,1
2009,1,24,1053817,13,2,0,0,1
2009,1,27,1102097,30,0,0,0,1
2009,1,27,1102097,30,0,0,0,1
2009,1,27,1102097,30,0,0,0,1
2009,1,27,1102097,30,0,0,0,1
2009,1,11,1102097,30,4,0,0,1
2009,1,27,1102097,30,0,0,0,1
2009,1,27,1102097,30,0,0,0,1
2009,1,27,1102097,30,0,0,0,1
2009,1,27,1102097,30,0,0,0,1
2009,1,7,1102097,30,2,0,0,1
2009,1,7,1053817,13,2,0,0,1
2009,1,27,1075390,5,0,0,0,1
2009,1,16,1053817,13,2,0,0,1
2009,1,42,1075390,5,4,0,0,1
2009,1,24,1091432,4,2,0,0,1
2009,1,16,1091432,4,2,0,0,1
2009,1,27,1108686,11,0,0,0,1
2009,1,27,1108686,11,0,0,0,1
2009,0,27,1108686,11,0,0,0,1
2009,1,27,1108686,11,0,0,0,1
2009,1,27,1108686,11,0,0,0,1
2009,1,27,1108686,11,0,0,0,1
2009,1,27,1108686,11,0,0,0,1
2009,1,11,1108686,11,4,0,0,1
2009,1,7,1108686,11,2,0,0,1
2009,1,16,1108686,11,2,0,1,1
2009,1,24,1108686,11,2,0,0,2
2009,1,27,1213370,21,0,0,0,1
2009,1,27,1213370,21,0,0,0,1
2009,1,27,1213370,21,0,0,0,1
2009,1,13,1213370,21,1,0,0,1
2009,1,27,1213370,21,0,0,0,1
2009,1,27,1213370,21,0,0,0,1
2009,1,27,1213370,21,0,0,0,1
2009,1,51,1213370,21,4,0,0,1
2009,1,11,1213370,21,4,0,0,1
2009,1,7,1213370,21,2,0,0,1
2009,1,7,1091432,4,2,0,0,1
2009,1,11,1091432,4,4,0,0,1
2009,1,27,1091432,4,0,0,0,1
2009,1,66,1091432,4,3,0,0,1
2009,1,27,1122047,27,0,0,0,1
2009,1,27,1122047,27,0,0,0,1
2009,1,10,1122047,27,1,0,0,1
2009,1,27,1122047,27,0,0,0,1
2009,1,27,1122047,27,0,0,0,1
2009,1,27,1122047,27,0,0,0,1
2009,1,27,1122047,27,0,0,0,1
2009,1,27,1122047,27,0,0,0,1
2009,1,1,1122047,27,3,0,0,1
2009,1,27,1122047,27,0,0,0,1
2009,1,27,1122047,27,0,0,0,1
2009,1,16,1213370,21,2,0,0,1
2009,1,51,1122047,27,4,1,0,1
2009,1,11,1122047,27,4,1,0,1
2009,1,12,1122047,27,3,0,0,1
2009,1,24,1122047,27,2,0,0,1
2009,1,27,1091432,4,0,0,0,1
2009,1,27,1075390,5,0,0,0,1
2009,1,27,1091432,4,0,0,0,1
2009,1,27,1091432,4,0,0,0,1
2009,1,27,1091432,4,0,0,0,1
2009,1,27,1091432,4,0,0,0,1
2009,1,27,1091432,4,0,0,0,1
2009,1,27,1091432,4,0,0,0,1
2009,1,7,1122047,27,2,0,0,1
2009,1,24,1213370,21,2,0,0,1
2009,1,27,1091432,4,0,0,0,1
2009,0,27,1142993,16,0,0,0,1
2009,1,7,1095242,12,2,0,0,1
2009,1,16,1095242,12,2,0,1,1
2009,1,41,1095242,12,3,0,0,1
2009,1,27,1062849,8,0,0,0,1
2009,1,27,1062849,8,0,0,0,1
2009,1,27,1062849,8,0,0,0,1
2009,1,27,1062849,8,0,0,0,1
2009,1,27,1062849,8,0,0,0,1
2009,1,78,1062849,8,1,0,0,1
2009,1,11,1062849,8,4,0,0,1
2009,1,7,1062849,8,2,0,0,1
2009,1,11,1095242,12,4,0,0,1
2009,1,39,1062849,8,3,0,1,1
2009,1,27,1023053,7,0,0,0,1
2009,1,27,1023053,7,0,0,0,1
2009,1,42,1023053,7,4,0,0,1
2009,0,27,1023053,7,0,0,0,1
2009,0,27,1023053,7,0,0,0,1
2009,1,11,1023053,7,4,0,0,1
2009,1,7,1023053,7,2,0,0,1
2009,0,16,1023053,7,2,0,0,1
2009,1,24,1023053,7,2,0,0,1
2009,1,27,1075390,5,0,0,0,1
2009,1,27,1142993,16,0,0,0,1
2009,1,24,1062849,8,2,0,0,1
2009,1,27,1095242,12,0,0,1,1
2009,0,27,1023053,7,0,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,27,1142993,16,0,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,11,1142993,16,4,0,0,1
2009,1,7,1142993,16,2,0,0,1
2009,1,12,1142993,16,3,0,0,1
2009,1,24,1142993,16,2,0,0,1
2009,1,27,1147162,1,0,0,0,1
2009,1,11,1147162,1,4,0,0,1
2009,1,27,1147162,1,0,0,0,1
2009,1,16,1147162,1,2,0,1,1
2009,1,24,1147162,1,2,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,33,1147162,1,3,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,0,27,1095242,12,0,0,0,2
2009,1,27,1095242,12,0,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,76,1095242,12,1,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,27,1095242,12,0,0,0,1
2009,1,27,1095242,12,0,0,0,1
2014,1,79,1208726,20,1,0,0,1
2014,1,0,1208726,20,4,0,0,1
2014,1,65,1208726,20,1,0,0,1
2014,1,27,1208726,20,0,0,0,1
2014,1,66,1208726,20,3,0,0,1
2014,1,27,1208726,20,0,0,0,1
2014,1,27,1208726,20,0,0,0,1
2014,1,27,1208726,20,0,0,0,1
2014,1,27,1208726,20,0,0,0,1
2014,1,1,1208726,20,3,0,0,1
2014,1,27,1208726,20,0,0,0,1
2014,0,7,1208726,20,2,0,0,1
2014,1,16,1216351,2,2,0,1,1
2014,1,11,1208726,20,4,0,0,1
2014,1,67,1208726,20,1,1,0,1
2014,1,27,1180789,23,0,0,0,1
2014,1,27,1180789,23,0,0,0,1
2014,0,24,1216351,2,2,0,0,1
2014,1,27,1198444,14,0,0,0,1
2014,1,27,1198444,14,0,0,0,1
2014,1,27,1198444,14,0,0,0,1
2014,1,27,1198444,14,0,0,0,1
2014,1,30,1180789,23,3,1,1,1
2014,1,7,1180789,23,2,0,0,1
2014,1,65,1180789,23,1,0,0,1
2014,1,27,1180789,23,0,0,0,1
2014,1,0,1180789,23,4,0,0,1
2014,1,27,1180789,23,0,0,0,1
2014,0,27,1180789,23,0,0,0,1
2014,1,11,1180789,23,4,0,0,1
2014,1,27,1180789,23,0,0,0,1
2014,1,16,1208726,20,2,0,1,1
2014,1,7,1216351,2,2,0,0,1
2014,1,24,1150497,5,2,0,1,1
2014,1,65,1216351,2,1,0,0,1
2014,1,33,1275288,28,3,1,0,1
2014,1,27,1275288,28,0,0,0,1
2014,1,80,1275288,28,1,0,0,1
2014,1,27,1275288,28,0,0,0,1
2014,1,27,1150497,5,0,0,0,1
2014,1,7,1150497,5,2,0,0,1
2014,1,15,1275288,28,1,0,0,1
2014,1,0,1150497,5,4,0,0,1
2014,1,79,1150497,5,1,1,0,1
2014,1,27,1150497,5,0,0,0,1
2014,1,27,1150497,5,0,0,0,1
2014,1,11,1150497,5,4,0,0,1
2014,1,27,1150497,5,0,0,0,1
2014,1,65,1150497,5,1,0,0,1
2014,1,27,1275288,28,0,0,0,1
2014,1,11,1275288,28,4,0,0,1
2014,1,27,1275288,28,0,0,0,1
2014,1,27,1216351,2,0,0,0,1
2014,0,11,1216351,2,4,0,0,1
2014,1,27,1216351,2,0,0,0,1
2014,1,27,1216351,2,0,0,0,1
2014,1,27,1216351,2,0,0,0,1
2014,1,27,1216351,2,0,0,0,1
2014,1,27,1216351,2,0,0,0,1
2014,1,27,1216351,2,0,0,0,1
2014,1,12,1275288,28,3,0,0,1
2014,1,24,1275288,28,2,0,1,1
2014,1,7,1275288,28,2,0,0,1
2014,0,0,1275288,28,4,0,0,1
2014,0,65,1275288,28,1,0,0,1
2014,1,27,1275288,28,0,0,0,1
2014,1,0,1170266,9,4,0,0,1
2014,1,65,1198444,14,1,0,0,1
2014,1,27,1150497,5,0,0,0,1
2014,1,27,1170266,9,0,0,0,1
2014,1,27,1170266,9,0,0,0,1
2014,1,27,1170266,9,0,0,0,1
2014,1,11,1170266,9,4,0,0,1
2014,1,15,1170266,9,1,0,0,1
2014,0,27,1170266,9,0,0,0,1
2014,1,24,1182504,29,2,0,1,3
2014,1,16,1182504,29,2,0,0,1
2014,1,7,1182504,29,2,0,0,1
2014,1,27,1182504,29,0,0,0,1
2014,1,65,1182504,29,1,0,0,1
2014,1,0,1182504,29,4,0,0,1
2014,1,65,1170266,9,1,0,0,1
2014,1,27,1182504,29,0,0,0,1
2014,1,7,1170266,9,2,0,0,1
2014,0,16,1170266,9,2,0,0,1
2014,1,16,1243730,10,2,0,1,2
2014,1,24,1243730,10,2,0,0,1
2014,1,7,1243730,10,2,0,0,1
2014,1,65,1243730,10,1,0,0,1
2014,1,0,1243730,10,4,0,0,1
2014,1,27,1243730,10,0,0,0,1
2014,1,11,1243730,10,4,0,0,1
2014,1,27,1243730,10,0,0,0,1
2014,1,27,1243730,10,0,0,0,1
2014,1,27,1243730,10,0,0,0,1
2014,1,27,1243730,10,0,0,0,1
2014,1,27,1243730,10,0,0,0,1
2014,1,27,1243730,10,0,0,0,1
2014,1,1,1243730,10,3,0,0,2
2014,1,24,1170266,9,2,0,1,1
2014,1,79,1198444,14,1,0,0,1
2014,1,11,1182504,29,4,0,0,1
2014,1,27,1182504,29,0,0,0,1
2014,1,7,1182484,13,2,0,0,1
2014,1,0,1182484,13,4,0,0,1
2014,1,65,1182484,13,1,0,0,1
2014,1,27,1182484,13,0,0,0,1
2014,1,27,1182484,13,0,0,0,1
2014,1,27,1182484,13,0,0,0,1
2014,1,27,1182484,13,0,0,0,1
2014,1,11,1182484,13,4,0,0,1
2014,1,27,1182484,13,0,0,0,1
2014,1,27,1182484,13,0,0,0,1
2014,1,27,1182484,13,0,0,0,1
2014,1,30,1198444,14,3,1,1,2
2014,0,16,1198444,14,2,0,0,1
2014,1,7,1198444,14,2,0,0,1
2014,1,16,1182484,13,2,0,0,1
2014,1,27,1182504,29,0,0,0,1
2014,1,24,1182484,13,2,0,1,1
2014,1,27,1249420,30,0,0,0,1
2014,0,15,1182504,29,1,0,0,1
2014,1,24,1249420,30,2,0,1,1
2014,1,12,1249420,30,3,0,0,1
2014,1,7,1249420,30,2,0,0,1
2014,1,27,1249420,30,0,0,0,1
2014,1,65,1249420,30,1,0,0,1
2014,0,79,1249420,30,1,0,0,1
2014,1,0,1249420,30,4,0,0,1
2014,1,27,1249420,30,0,0,0,1
2014,1,27,1249420,30,0,0,0,1
2014,1,27,1249420,30,0,0,0,1
2014,1,11,1249420,30,4,0,0,1
2014,1,27,1249420,30,0,0,0,1
2014,1,15,1249420,30,1,0,0,1
2014,1,1,1249420,30,3,0,0,1
2014,1,66,1150497,5,3,0,0,1
2014,1,11,1198444,14,4,0,0,1
2014,1,27,1150497,5,0,0,0,1
2014,0,24,1251398,4,2,0,0,1
2014,1,16,1251398,4,2,0,1,1
2014,1,27,1219415,11,0,0,0,1
2014,1,27,1219415,11,0,0,0,1
2014,1,27,1219415,11,0,0,0,1
2014,1,27,1219415,11,0,0,0,1
2014,1,27,1219415,11,0,0,0,1
2014,1,27,1219415,11,0,0,0,1
2014,1,11,1219415,11,4,0,0,1
2014,1,65,1219415,11,1,0,0,1
2014,1,7,1219415,11,2,0,0,1
2014,1,16,1219415,11,2,0,0,1
2014,1,60,1219415,11,3,0,0,1
2014,1,27,1323906,21,0,0,0,2
2014,0,27,1323906,21,0,0,0,1
2014,1,68,1323906,21,1,0,0,1
2014,1,24,1323906,21,2,0,1,1
2014,1,27,1323906,21,0,0,0,1
2014,1,7,1323906,21,2,0,0,1
2014,1,27,1323906,21,0,0,0,1
2014,1,65,1323906,21,1,0,0,1
2014,0,7,1251398,4,2,0,0,1
2014,0,11,1323906,21,4,0,0,1
2014,0,73,1323906,21,4,0,0,1
2014,0,1,1323906,21,3,0,0,1
2014,1,27,1323906,21,0,0,0,1
2014,1,27,1323906,21,0,0,0,1
2014,1,27,1323906,21,0,0,0,1
2014,1,27,1323906,21,0,0,0,1
2014,1,27,1323906,21,0,0,0,1
2014,1,65,1251398,4,1,0,0,1
2014,1,11,1251398,4,4,0,0,1
2014,1,11,1272748,27,4,0,0,1
2014,1,27,1272748,27,0,0,0,1
2014,1,27,1272748,27,0,0,0,2
2014,0,27,1272748,27,0,0,0,1
2014,1,27,1272748,27,0,0,0,1
2014,1,73,1272748,27,4,0,0,1
2014,1,27,1272748,27,0,0,0,1
2014,1,27,1272748,27,0,0,0,1
2014,1,27,1272748,27,0,0,0,1
2014,1,27,1272748,27,0,0,0,1
2014,1,70,1272748,27,1,0,0,1
2014,1,59,1272748,27,3,0,0,1
2014,1,15,1150497,5,1,0,0,1
2014,1,66,1272748,27,3,0,0,1
2014,1,27,1252668,16,0,0,0,1
2014,1,27,1272748,27,0,0,0,1
2014,1,0,1272748,27,4,0,0,1
2014,1,66,1251398,4,3,0,0,1
2014,0,79,1251398,4,1,0,0,1
2014,1,27,1251398,4,0,0,0,1
2014,1,27,1251398,4,0,0,0,1
2014,1,27,1251398,4,0,0,0,1
2014,1,27,1251398,4,0,0,0,1
2014,1,65,1272748,27,1,0,0,1
2014,1,27,1251398,4,0,0,0,1
2014,1,27,1251398,4,0,0,0,1
2014,1,27,1251398,4,0,0,0,2
2014,1,33,1251398,4,3,0,0,1
2014,1,24,1272748,27,2,0,1,1
2014,1,7,1272748,27,2,0,0,2
2014,1,12,1272748,27,3,0,0,1
2014,1,59,1251398,4,3,0,0,1
2014,1,27,1252668,16,0,0,0,1
2014,0,58,1272748,27,4,0,0,1
2014,0,73,1252668,16,4,0,0,1
2014,1,27,1158735,8,0,0,0,1
2014,0,27,1158735,8,0,0,0,1
2014,1,11,1158735,8,4,0,0,1
2014,0,27,1158735,8,0,0,0,1
2014,1,15,1158735,8,1,0,0,1
2014,0,27,1158735,8,0,0,0,1
2014,1,65,1158735,8,1,0,0,1
2014,0,0,1158735,8,4,0,0,1
2014,1,7,1158735,8,2,0,0,1
2014,1,24,1158735,8,2,0,0,1
2014,0,27,1158735,8,0,0,0,1
2014,1,15,1156492,7,1,0,0,1
2014,1,27,1156492,7,0,0,0,1
2014,1,27,1156492,7,0,0,0,1
2014,1,27,1156492,7,0,0,0,1
2014,1,27,1156492,7,0,0,0,1
2014,1,11,1252668,16,4,0,0,1
2014,1,24,1156492,7,2,0,1,1
2014,0,1,1150497,5,3,0,0,1
2014,1,27,1156492,7,0,0,0,1
2014,1,7,1156492,7,2,0,0,2
2014,0,0,1156492,7,4,0,0,1
2014,1,27,1158735,8,0,0,0,1
2014,1,27,1156492,7,0,0,0,1
2014,1,27,1156492,7,0,0,0,1
2014,1,70,1156492,7,1,0,0,1
2014,1,27,1156492,7,0,0,0,1
2014,1,11,1156492,7,4,0,0,1
2014,1,33,1156492,7,3,0,0,1
2014,1,65,1156492,7,1,0,0,1
2014,1,27,1158735,8,0,0,0,1
2014,1,27,1158735,8,0,0,0,1
2014,1,27,1158735,8,0,0,0,1
2014,0,73,1271324,1,4,0,0,1
2014,1,11,1271324,1,4,0,0,1
2014,1,27,1271324,1,0,0,0,1
2014,1,27,1271324,1,0,0,0,1
2014,1,27,1271324,1,0,0,0,1
2014,1,27,1271324,1,0,0,0,1
2014,1,0,1271324,1,4,0,0,1
2014,1,27,1271324,1,0,0,0,1
2014,1,24,1252668,16,2,0,1,1
2014,1,12,1252668,16,3,0,0,1
2014,1,7,1252668,16,2,0,0,1
2014,1,65,1252668,16,1,0,0,1
2014,1,0,1252668,16,4,0,0,1
2014,1,27,1271324,1,0,0,0,1
2014,1,27,1158735,8,0,0,0,1
2014,1,65,1271324,1,1,0,0,1
2014,1,61,1271324,1,1,0,0,1
2014,1,41,1161465,12,3,0,1,1
2014,1,32,1161465,12,3,0,0,1
2014,1,27,1161465,12,0,0,0,1
2014,1,0,1161465,12,4,0,0,1
2014,1,65,1161465,12,1,0,0,1
2014,1,11,1161465,12,4,0,0,1
2014,1,27,1161465,12,0,0,0,1
2014,1,27,1161465,12,0,0,0,1
2014,1,15,1161465,12,1,0,0,1
2014,1,27,1161465,12,0,0,0,1
2014,1,24,1271324,1,2,0,1,1
2014,1,16,1271324,1,2,0,0,1
2014,1,73,1161465,12,4,0,0,1
2017,2,27,1198444,14,0,0,0,1
2017,2,27,1198444,14,0,0,0,1
2017,2,27,1198444,14,0,0,0,1
2017,2,27,1198444,14,0,0,0,1
2017,2,14,1198444,14,2,0,0,1
2017,2,27,1198444,14,0,0,0,1
2017,1,30,1198444,14,3,0,0,1
2017,2,27,1198444,14,0,0,0,1
2017,1,7,1198444,14,2,0,0,1
2019,1,27,1356803,23,0,0,0,1
2019,1,27,1356803,23,0,0,0,1
2019,1,27,1356803,23,0,0,0,1
2019,1,27,1356803,23,0,0,0,1
2019,1,27,1370544,14,0,0,0,1
2019,0,27,1356803,23,0,0,0,1
2019,1,65,1356803,23,1,0,0,1
2019,0,7,1356803,23,2,0,0,1
2019,1,27,1356803,23,0,0,0,1
2019,1,30,1356803,23,3,0,1,1
2019,1,27,1370544,14,0,0,0,1
2019,1,27,1356803,23,0,0,0,1
2019,1,27,1370544,14,0,0,0,1
2019,1,65,1370544,14,1,0,0,1
2019,1,7,1370544,14,2,0,0,1
2019,1,16,1370544,14,2,0,0,1
