Year,Sex,Party,Electors,Constituency_Name,Party_Type_TCPD,Turncoat,Incumbent,candidate_count_per_constituency
2019,1,30,1370544,14,3,0,1,1
2019,1,27,1318024,13,0,0,0,1
2019,1,27,1318024,13,0,0,0,1
2019,1,27,1318024,13,0,0,0,1
2019,0,27,1318024,13,0,0,0,1
2019,1,27,1318024,13,0,0,0,1
2019,1,27,1318024,13,0,0,0,1
2019,1,27,1318024,13,0,0,0,1
2019,1,74,1318024,13,4,0,0,1
2019,1,11,1370544,14,4,0,0,1
2019,1,27,1356803,23,0,0,0,1
2019,1,24,1323010,20,2,0,0,1
2019,1,16,1323010,20,2,0,1,2
2019,1,27,1318024,13,0,0,0,1
2019,1,7,1230197,5,2,0,0,1
2019,1,16,1230197,5,2,0,1,2
2019,1,24,1230197,5,2,0,0,1
2019,1,27,1337110,28,0,0,0,1
2019,1,27,1337110,28,0,0,0,1
2019,1,27,1337110,28,0,0,0,1
2019,1,15,1337110,28,1,0,0,1
2019,1,11,1337110,28,4,0,0,1
2019,1,7,1337110,28,2,0,0,1
2019,1,12,1337110,28,3,0,0,1
2019,1,24,1337110,28,2,0,0,1
2019,0,27,1356803,23,0,0,0,1
2019,1,27,1266794,2,0,0,0,1
2019,1,11,1266794,2,4,0,0,1
2019,1,6,1266794,2,1,0,0,1
2019,1,16,1266794,2,2,0,1,1
2019,0,24,1266794,2,2,0,0,1
2019,1,27,1323010,20,0,0,0,1
2019,1,27,1323010,20,0,0,0,1
2019,1,27,1323010,20,0,0,0,1
2019,1,11,1323010,20,4,0,0,2
2019,1,27,1323010,20,0,0,0,1
2019,1,65,1323010,20,1,0,0,1
2019,1,7,1323010,20,2,0,0,1
2019,1,27,1266794,2,0,0,0,1
2019,1,27,1318024,13,0,0,0,1
2019,1,16,1288926,29,2,0,0,1
2019,1,65,1288926,29,1,0,0,1
2019,1,7,1288926,29,2,0,0,1
2019,1,24,1288926,29,2,1,0,1
2019,1,64,1266550,9,1,0,0,1
2019,0,27,1266550,9,0,0,0,1
2019,1,27,1266550,9,0,0,0,1
2019,0,27,1266550,9,0,0,0,1
2019,1,27,1266550,9,0,0,0,2
2019,0,27,1266550,9,0,0,0,1
2019,1,27,1266550,9,0,0,0,1
2019,0,74,1266550,9,4,0,0,1
2019,1,27,1266550,9,0,0,0,3
2019,1,48,1288926,29,1,0,0,1
2019,1,7,1266550,9,2,0,0,1
2019,0,16,1266550,9,2,0,1,1
2019,1,24,1266550,9,2,0,0,4
2019,1,27,1363937,10,0,0,0,1
2019,1,27,1363937,10,0,0,0,1
2019,1,27,1363937,10,0,0,0,1
2019,1,27,1363937,10,0,0,0,1
2019,1,11,1363937,10,4,0,0,1
2019,1,27,1363937,10,0,0,0,1
2019,1,7,1363937,10,2,0,0,1
2019,1,16,1363937,10,2,0,0,1
2019,1,65,1230197,5,1,0,0,1
2019,1,65,1266550,9,1,0,0,1
2019,1,11,1318024,13,4,0,0,1
2019,1,27,1288926,29,0,0,0,1
2019,1,27,1288926,29,0,0,0,1
2019,1,7,1318024,13,2,0,0,1
2019,1,16,1318024,13,2,0,0,1
2019,1,24,1318024,13,2,0,1,1
2019,1,80,1359679,30,1,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,64,1359679,30,1,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,5,1359679,30,1,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,0,15,1359679,30,1,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,27,1288926,29,0,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,11,1359679,30,4,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,27,1359679,30,0,0,0,1
2019,1,65,1359679,30,1,0,0,1
2019,1,6,1359679,30,1,0,0,1
2019,1,12,1359679,30,3,0,0,1
2019,1,24,1359679,30,2,0,1,1
2019,1,27,1288926,29,0,0,0,1
2019,1,15,1288926,29,1,0,0,1
2019,1,27,1288926,29,0,0,0,1
2019,1,27,1288926,29,0,0,0,1
2019,1,11,1230197,5,4,0,0,1
2019,1,16,1296720,11,2,0,0,1
2019,1,27,1230197,5,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,1,11,1350710,4,4,0,0,1
2019,1,65,1350710,4,1,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,0,7,1350710,4,2,0,0,1
2019,1,16,1350710,4,2,0,1,1
2019,1,24,1350710,4,2,0,0,1
2019,1,27,1296720,11,0,0,0,1
2019,1,27,1296720,11,0,0,0,1
2019,1,27,1296720,11,0,0,0,1
2019,0,74,1296720,11,4,0,0,1
2019,0,27,1350710,4,0,0,0,1
2019,1,27,1296720,11,0,0,0,1
2019,1,7,1296720,11,2,0,0,1
2019,1,60,1296720,11,3,0,1,1
2019,1,27,1382741,21,0,0,0,1
2019,1,74,1382741,21,4,0,0,1
2019,1,4,1382741,21,1,0,0,1
2019,0,27,1382741,21,0,0,0,1
2019,1,11,1382741,21,4,0,0,1
2019,1,7,1382741,21,2,0,0,1
2019,1,53,1230197,5,3,0,0,1
2019,1,24,1382741,21,2,0,1,2
2019,1,27,1296720,11,0,0,0,1
2019,1,27,1308102,16,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,1,27,1371427,27,0,0,0,3
2019,1,27,1371427,27,0,0,0,1
2019,1,27,1371427,27,0,0,0,1
2019,1,27,1371427,27,0,0,0,1
2019,1,27,1371427,27,0,0,0,1
2019,1,27,1371427,27,0,0,0,1
2019,1,27,1371427,27,0,0,0,1
2019,0,74,1371427,27,4,0,0,1
2019,1,27,1371427,27,0,0,0,1
2019,1,27,1371427,27,0,0,0,1
2019,1,54,1371427,27,1,0,0,1
2019,1,27,1371427,27,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,1,11,1371427,27,4,0,0,1
2019,1,12,1371427,27,3,0,0,1
2019,1,7,1371427,27,2,0,0,1
2019,1,24,1371427,27,2,0,1,1
2019,1,27,1350710,4,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,0,27,1350710,4,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,1,27,1350710,4,0,0,0,1
2019,1,27,1371427,27,0,0,0,1
2019,1,27,1308102,16,0,0,0,1
2019,0,16,1382741,21,2,0,0,1
2019,1,74,1308102,16,4,0,0,1
2019,0,27,1204191,8,0,0,0,1
2019,1,27,1308102,16,0,0,0,1
2019,1,6,1204191,8,1,0,0,1
2019,1,27,1204191,8,0,0,1,1
2019,1,24,1204191,8,2,0,0,1
2019,1,62,1245972,7,1,0,0,1
2019,1,15,1245972,7,1,0,0,1
2019,3,27,1245972,7,0,0,0,1
2019,1,27,1245972,7,0,0,0,1
2019,1,27,1245972,7,0,0,0,1
2019,0,27,1245972,7,0,0,0,1
2019,1,78,1204191,8,1,0,0,1
2019,1,4,1245972,7,1,0,0,1
2019,1,11,1245972,7,4,0,0,1
2019,1,65,1245972,7,1,0,0,1
2019,1,7,1245972,7,2,0,0,1
2019,1,16,1245972,7,2,0,0,1
2019,1,24,1245972,7,2,0,0,1
2019,0,27,1230197,5,0,0,0,1
2019,1,27,1230197,5,0,0,0,1
2019,1,27,1230197,5,0,0,0,1
2019,1,44,1230197,5,1,0,0,1
2019,0,74,1230197,5,4,0,0,1
2019,1,27,1230197,5,0,0,0,1
2019,1,69,1245972,7,1,0,0,1
2019,1,27,1204191,8,0,0,0,1
2019,1,11,1204191,8,4,0,0,1
2019,1,41,1206698,12,3,0,0,1
2019,0,27,1308102,16,0,0,0,1
2019,1,27,1308102,16,0,0,0,1
2019,1,11,1308102,16,4,0,0,1
2019,1,6,1308102,16,1,0,0,1
2019,1,12,1308102,16,3,0,0,1
2019,1,24,1308102,16,2,0,1,2
2019,1,27,1356701,1,0,0,0,1
2019,1,27,1356701,1,0,0,0,1
2019,1,27,1204191,8,0,0,0,1
2019,1,27,1356701,1,0,0,0,1
2019,1,74,1356701,1,4,0,0,1
2019,1,53,1356701,1,3,0,0,1
2019,1,27,1356701,1,0,0,0,1
2019,1,11,1356701,1,4,0,0,1
2019,1,16,1206698,12,2,0,0,1
2019,1,39,1206698,12,3,1,0,1
2019,1,4,1356701,1,1,0,0,1
2019,1,74,1206698,12,4,0,0,1
2019,1,27,1206698,12,0,0,0,1
2019,1,11,1206698,12,4,0,0,1
2019,1,16,1356701,1,2,0,0,1
2019,0,24,1356701,1,2,0,0,1
2019,1,7,1356701,1,2,0,0,1
2019,1,65,1356701,1,1,0,0,1
2019,1,27,1206698,12,0,0,0,1
2019,1,24,1363937,10,2,0,0,1
2021,1,30,1438951,14,3,0,0,1
2021,1,16,1438951,14,2,0,0,2
2021,1,7,1438951,14,2,1,0,1
2021,1,65,1438951,14,1,0,0,1
2021,1,27,1438951,14,0,0,0,1
2021,1,27,1438951,14,0,0,0,1
